granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n,date_of_publishing
week,nation,norge,2020,0-9,male,2020,9,2020-09,2019/2020,32,2020-03-01,0,2021-09-24
week,nation,norge,2020,10-19,female,2020,9,2020-09,2019/2020,32,2020-03-01,1,2021-09-24
week,nation,norge,2020,10-19,male,2020,9,2020-09,2019/2020,32,2020-03-01,0,2021-09-24
week,nation,norge,2020,20-29,female,2020,9,2020-09,2019/2020,32,2020-03-01,2,2021-09-24
week,nation,norge,2020,20-29,male,2020,9,2020-09,2019/2020,32,2020-03-01,2,2021-09-24
week,nation,norge,2020,30-39,female,2020,9,2020-09,2019/2020,32,2020-03-01,2,2021-09-24
week,nation,norge,2020,30-39,male,2020,9,2020-09,2019/2020,32,2020-03-01,1,2021-09-24
week,nation,norge,2020,40-49,female,2020,9,2020-09,2019/2020,32,2020-03-01,2,2021-09-24
week,nation,norge,2020,40-49,male,2020,9,2020-09,2019/2020,32,2020-03-01,6,2021-09-24
week,nation,norge,2020,50-59,female,2020,9,2020-09,2019/2020,32,2020-03-01,2,2021-09-24
week,nation,norge,2020,50-59,male,2020,9,2020-09,2019/2020,32,2020-03-01,6,2021-09-24
week,nation,norge,2020,60-69,female,2020,9,2020-09,2019/2020,32,2020-03-01,4,2021-09-24
week,nation,norge,2020,60-69,male,2020,9,2020-09,2019/2020,32,2020-03-01,2,2021-09-24
week,nation,norge,2020,70-79,female,2020,9,2020-09,2019/2020,32,2020-03-01,0,2021-09-24
week,nation,norge,2020,70-79,male,2020,9,2020-09,2019/2020,32,2020-03-01,0,2021-09-24
week,nation,norge,2020,80-89,female,2020,9,2020-09,2019/2020,32,2020-03-01,0,2021-09-24
week,nation,norge,2020,80-89,male,2020,9,2020-09,2019/2020,32,2020-03-01,0,2021-09-24
week,nation,norge,2020,90+,female,2020,9,2020-09,2019/2020,32,2020-03-01,0,2021-09-24
week,nation,norge,2020,90+,male,2020,9,2020-09,2019/2020,32,2020-03-01,0,2021-09-24
week,nation,norge,2020,0-9,female,2020,10,2020-10,2019/2020,33,2020-03-08,4,2021-09-24
week,nation,norge,2020,0-9,male,2020,10,2020-10,2019/2020,33,2020-03-08,3,2021-09-24
week,nation,norge,2020,10-19,female,2020,10,2020-10,2019/2020,33,2020-03-08,8,2021-09-24
week,nation,norge,2020,10-19,male,2020,10,2020-10,2019/2020,33,2020-03-08,10,2021-09-24
week,nation,norge,2020,20-29,female,2020,10,2020-10,2019/2020,33,2020-03-08,13,2021-09-24
week,nation,norge,2020,20-29,male,2020,10,2020-10,2019/2020,33,2020-03-08,9,2021-09-24
week,nation,norge,2020,30-39,female,2020,10,2020-10,2019/2020,33,2020-03-08,7,2021-09-24
week,nation,norge,2020,30-39,male,2020,10,2020-10,2019/2020,33,2020-03-08,15,2021-09-24
week,nation,norge,2020,40-49,female,2020,10,2020-10,2019/2020,33,2020-03-08,16,2021-09-24
week,nation,norge,2020,40-49,male,2020,10,2020-10,2019/2020,33,2020-03-08,38,2021-09-24
week,nation,norge,2020,50-59,female,2020,10,2020-10,2019/2020,33,2020-03-08,19,2021-09-24
week,nation,norge,2020,50-59,male,2020,10,2020-10,2019/2020,33,2020-03-08,40,2021-09-24
week,nation,norge,2020,60-69,female,2020,10,2020-10,2019/2020,33,2020-03-08,5,2021-09-24
week,nation,norge,2020,60-69,male,2020,10,2020-10,2019/2020,33,2020-03-08,19,2021-09-24
week,nation,norge,2020,70-79,female,2020,10,2020-10,2019/2020,33,2020-03-08,3,2021-09-24
week,nation,norge,2020,70-79,male,2020,10,2020-10,2019/2020,33,2020-03-08,6,2021-09-24
week,nation,norge,2020,80-89,female,2020,10,2020-10,2019/2020,33,2020-03-08,0,2021-09-24
week,nation,norge,2020,80-89,male,2020,10,2020-10,2019/2020,33,2020-03-08,1,2021-09-24
week,nation,norge,2020,90+,female,2020,10,2020-10,2019/2020,33,2020-03-08,0,2021-09-24
week,nation,norge,2020,90+,male,2020,10,2020-10,2019/2020,33,2020-03-08,1,2021-09-24
week,nation,norge,2020,0-9,female,2020,11,2020-11,2019/2020,34,2020-03-15,3,2021-09-24
week,nation,norge,2020,0-9,male,2020,11,2020-11,2019/2020,34,2020-03-15,6,2021-09-24
week,nation,norge,2020,10-19,female,2020,11,2020-11,2019/2020,34,2020-03-15,16,2021-09-24
week,nation,norge,2020,10-19,male,2020,11,2020-11,2019/2020,34,2020-03-15,18,2021-09-24
week,nation,norge,2020,20-29,female,2020,11,2020-11,2019/2020,34,2020-03-15,70,2021-09-24
week,nation,norge,2020,20-29,male,2020,11,2020-11,2019/2020,34,2020-03-15,76,2021-09-24
week,nation,norge,2020,30-39,female,2020,11,2020-11,2019/2020,34,2020-03-15,87,2021-09-24
week,nation,norge,2020,30-39,male,2020,11,2020-11,2019/2020,34,2020-03-15,141,2021-09-24
week,nation,norge,2020,40-49,female,2020,11,2020-11,2019/2020,34,2020-03-15,138,2021-09-24
week,nation,norge,2020,40-49,male,2020,11,2020-11,2019/2020,34,2020-03-15,178,2021-09-24
week,nation,norge,2020,50-59,female,2020,11,2020-11,2019/2020,34,2020-03-15,115,2021-09-24
week,nation,norge,2020,50-59,male,2020,11,2020-11,2019/2020,34,2020-03-15,192,2021-09-24
week,nation,norge,2020,60-69,female,2020,11,2020-11,2019/2020,34,2020-03-15,41,2021-09-24
week,nation,norge,2020,60-69,male,2020,11,2020-11,2019/2020,34,2020-03-15,60,2021-09-24
week,nation,norge,2020,70-79,female,2020,11,2020-11,2019/2020,34,2020-03-15,14,2021-09-24
week,nation,norge,2020,70-79,male,2020,11,2020-11,2019/2020,34,2020-03-15,35,2021-09-24
week,nation,norge,2020,80-89,female,2020,11,2020-11,2019/2020,34,2020-03-15,14,2021-09-24
week,nation,norge,2020,80-89,male,2020,11,2020-11,2019/2020,34,2020-03-15,7,2021-09-24
week,nation,norge,2020,90+,female,2020,11,2020-11,2019/2020,34,2020-03-15,2,2021-09-24
week,nation,norge,2020,90+,male,2020,11,2020-11,2019/2020,34,2020-03-15,2,2021-09-24
week,nation,norge,2020,0-9,female,2020,12,2020-12,2019/2020,35,2020-03-22,7,2021-09-24
week,nation,norge,2020,0-9,male,2020,12,2020-12,2019/2020,35,2020-03-22,4,2021-09-24
week,nation,norge,2020,10-19,female,2020,12,2020-12,2019/2020,35,2020-03-22,29,2021-09-24
week,nation,norge,2020,10-19,male,2020,12,2020-12,2019/2020,35,2020-03-22,34,2021-09-24
week,nation,norge,2020,20-29,female,2020,12,2020-12,2019/2020,35,2020-03-22,136,2021-09-24
week,nation,norge,2020,20-29,male,2020,12,2020-12,2019/2020,35,2020-03-22,62,2021-09-24
week,nation,norge,2020,30-39,female,2020,12,2020-12,2019/2020,35,2020-03-22,134,2021-09-24
week,nation,norge,2020,30-39,male,2020,12,2020-12,2019/2020,35,2020-03-22,111,2021-09-24
week,nation,norge,2020,40-49,female,2020,12,2020-12,2019/2020,35,2020-03-22,127,2021-09-24
week,nation,norge,2020,40-49,male,2020,12,2020-12,2019/2020,35,2020-03-22,133,2021-09-24
week,nation,norge,2020,50-59,female,2020,12,2020-12,2019/2020,35,2020-03-22,139,2021-09-24
week,nation,norge,2020,50-59,male,2020,12,2020-12,2019/2020,35,2020-03-22,122,2021-09-24
week,nation,norge,2020,60-69,female,2020,12,2020-12,2019/2020,35,2020-03-22,88,2021-09-24
week,nation,norge,2020,60-69,male,2020,12,2020-12,2019/2020,35,2020-03-22,100,2021-09-24
week,nation,norge,2020,70-79,female,2020,12,2020-12,2019/2020,35,2020-03-22,59,2021-09-24
week,nation,norge,2020,70-79,male,2020,12,2020-12,2019/2020,35,2020-03-22,62,2021-09-24
week,nation,norge,2020,80-89,female,2020,12,2020-12,2019/2020,35,2020-03-22,42,2021-09-24
week,nation,norge,2020,80-89,male,2020,12,2020-12,2019/2020,35,2020-03-22,35,2021-09-24
week,nation,norge,2020,90+,female,2020,12,2020-12,2019/2020,35,2020-03-22,8,2021-09-24
week,nation,norge,2020,90+,male,2020,12,2020-12,2019/2020,35,2020-03-22,6,2021-09-24
week,nation,norge,2020,0-9,female,2020,13,2020-13,2019/2020,36,2020-03-29,13,2021-09-24
week,nation,norge,2020,0-9,male,2020,13,2020-13,2019/2020,36,2020-03-29,6,2021-09-24
week,nation,norge,2020,10-19,female,2020,13,2020-13,2019/2020,36,2020-03-29,32,2021-09-24
week,nation,norge,2020,10-19,male,2020,13,2020-13,2019/2020,36,2020-03-29,34,2021-09-24
week,nation,norge,2020,20-29,female,2020,13,2020-13,2019/2020,36,2020-03-29,140,2021-09-24
week,nation,norge,2020,20-29,male,2020,13,2020-13,2019/2020,36,2020-03-29,91,2021-09-24
week,nation,norge,2020,30-39,female,2020,13,2020-13,2019/2020,36,2020-03-29,125,2021-09-24
week,nation,norge,2020,30-39,male,2020,13,2020-13,2019/2020,36,2020-03-29,125,2021-09-24
week,nation,norge,2020,40-49,female,2020,13,2020-13,2019/2020,36,2020-03-29,144,2021-09-24
week,nation,norge,2020,40-49,male,2020,13,2020-13,2019/2020,36,2020-03-29,120,2021-09-24
week,nation,norge,2020,50-59,female,2020,13,2020-13,2019/2020,36,2020-03-29,160,2021-09-24
week,nation,norge,2020,50-59,male,2020,13,2020-13,2019/2020,36,2020-03-29,183,2021-09-24
week,nation,norge,2020,60-69,female,2020,13,2020-13,2019/2020,36,2020-03-29,124,2021-09-24
week,nation,norge,2020,60-69,male,2020,13,2020-13,2019/2020,36,2020-03-29,127,2021-09-24
week,nation,norge,2020,70-79,female,2020,13,2020-13,2019/2020,36,2020-03-29,89,2021-09-24
week,nation,norge,2020,70-79,male,2020,13,2020-13,2019/2020,36,2020-03-29,93,2021-09-24
week,nation,norge,2020,80-89,female,2020,13,2020-13,2019/2020,36,2020-03-29,48,2021-09-24
week,nation,norge,2020,80-89,male,2020,13,2020-13,2019/2020,36,2020-03-29,44,2021-09-24
week,nation,norge,2020,90+,female,2020,13,2020-13,2019/2020,36,2020-03-29,23,2021-09-24
week,nation,norge,2020,90+,male,2020,13,2020-13,2019/2020,36,2020-03-29,12,2021-09-24
week,nation,norge,2020,0-9,female,2020,14,2020-14,2019/2020,37,2020-04-05,5,2021-09-24
week,nation,norge,2020,0-9,male,2020,14,2020-14,2019/2020,37,2020-04-05,9,2021-09-24
week,nation,norge,2020,10-19,female,2020,14,2020-14,2019/2020,37,2020-04-05,45,2021-09-24
week,nation,norge,2020,10-19,male,2020,14,2020-14,2019/2020,37,2020-04-05,22,2021-09-24
week,nation,norge,2020,20-29,female,2020,14,2020-14,2019/2020,37,2020-04-05,112,2021-09-24
week,nation,norge,2020,20-29,male,2020,14,2020-14,2019/2020,37,2020-04-05,83,2021-09-24
week,nation,norge,2020,30-39,female,2020,14,2020-14,2019/2020,37,2020-04-05,104,2021-09-24
week,nation,norge,2020,30-39,male,2020,14,2020-14,2019/2020,37,2020-04-05,82,2021-09-24
week,nation,norge,2020,40-49,female,2020,14,2020-14,2019/2020,37,2020-04-05,113,2021-09-24
week,nation,norge,2020,40-49,male,2020,14,2020-14,2019/2020,37,2020-04-05,91,2021-09-24
week,nation,norge,2020,50-59,female,2020,14,2020-14,2019/2020,37,2020-04-05,101,2021-09-24
week,nation,norge,2020,50-59,male,2020,14,2020-14,2019/2020,37,2020-04-05,96,2021-09-24
week,nation,norge,2020,60-69,female,2020,14,2020-14,2019/2020,37,2020-04-05,59,2021-09-24
week,nation,norge,2020,60-69,male,2020,14,2020-14,2019/2020,37,2020-04-05,70,2021-09-24
week,nation,norge,2020,70-79,female,2020,14,2020-14,2019/2020,37,2020-04-05,46,2021-09-24
week,nation,norge,2020,70-79,male,2020,14,2020-14,2019/2020,37,2020-04-05,57,2021-09-24
week,nation,norge,2020,80-89,female,2020,14,2020-14,2019/2020,37,2020-04-05,41,2021-09-24
week,nation,norge,2020,80-89,male,2020,14,2020-14,2019/2020,37,2020-04-05,31,2021-09-24
week,nation,norge,2020,90+,female,2020,14,2020-14,2019/2020,37,2020-04-05,17,2021-09-24
week,nation,norge,2020,90+,male,2020,14,2020-14,2019/2020,37,2020-04-05,8,2021-09-24
week,nation,norge,2020,0-9,female,2020,15,2020-15,2019/2020,38,2020-04-12,8,2021-09-24
week,nation,norge,2020,0-9,male,2020,15,2020-15,2019/2020,38,2020-04-12,7,2021-09-24
week,nation,norge,2020,10-19,female,2020,15,2020-15,2019/2020,38,2020-04-12,18,2021-09-24
week,nation,norge,2020,10-19,male,2020,15,2020-15,2019/2020,38,2020-04-12,15,2021-09-24
week,nation,norge,2020,20-29,female,2020,15,2020-15,2019/2020,38,2020-04-12,95,2021-09-24
week,nation,norge,2020,20-29,male,2020,15,2020-15,2019/2020,38,2020-04-12,74,2021-09-24
week,nation,norge,2020,30-39,female,2020,15,2020-15,2019/2020,38,2020-04-12,67,2021-09-24
week,nation,norge,2020,30-39,male,2020,15,2020-15,2019/2020,38,2020-04-12,58,2021-09-24
week,nation,norge,2020,40-49,female,2020,15,2020-15,2019/2020,38,2020-04-12,65,2021-09-24
week,nation,norge,2020,40-49,male,2020,15,2020-15,2019/2020,38,2020-04-12,46,2021-09-24
week,nation,norge,2020,50-59,female,2020,15,2020-15,2019/2020,38,2020-04-12,64,2021-09-24
week,nation,norge,2020,50-59,male,2020,15,2020-15,2019/2020,38,2020-04-12,52,2021-09-24
week,nation,norge,2020,60-69,female,2020,15,2020-15,2019/2020,38,2020-04-12,33,2021-09-24
week,nation,norge,2020,60-69,male,2020,15,2020-15,2019/2020,38,2020-04-12,36,2021-09-24
week,nation,norge,2020,70-79,female,2020,15,2020-15,2019/2020,38,2020-04-12,32,2021-09-24
week,nation,norge,2020,70-79,male,2020,15,2020-15,2019/2020,38,2020-04-12,30,2021-09-24
week,nation,norge,2020,80-89,female,2020,15,2020-15,2019/2020,38,2020-04-12,27,2021-09-24
week,nation,norge,2020,80-89,male,2020,15,2020-15,2019/2020,38,2020-04-12,18,2021-09-24
week,nation,norge,2020,90+,female,2020,15,2020-15,2019/2020,38,2020-04-12,13,2021-09-24
week,nation,norge,2020,90+,male,2020,15,2020-15,2019/2020,38,2020-04-12,4,2021-09-24
week,nation,norge,2020,0-9,female,2020,16,2020-16,2019/2020,39,2020-04-19,7,2021-09-24
week,nation,norge,2020,0-9,male,2020,16,2020-16,2019/2020,39,2020-04-19,4,2021-09-24
week,nation,norge,2020,10-19,female,2020,16,2020-16,2019/2020,39,2020-04-19,16,2021-09-24
week,nation,norge,2020,10-19,male,2020,16,2020-16,2019/2020,39,2020-04-19,20,2021-09-24
week,nation,norge,2020,20-29,female,2020,16,2020-16,2019/2020,39,2020-04-19,63,2021-09-24
week,nation,norge,2020,20-29,male,2020,16,2020-16,2019/2020,39,2020-04-19,59,2021-09-24
week,nation,norge,2020,30-39,female,2020,16,2020-16,2019/2020,39,2020-04-19,49,2021-09-24
week,nation,norge,2020,30-39,male,2020,16,2020-16,2019/2020,39,2020-04-19,54,2021-09-24
week,nation,norge,2020,40-49,female,2020,16,2020-16,2019/2020,39,2020-04-19,52,2021-09-24
week,nation,norge,2020,40-49,male,2020,16,2020-16,2019/2020,39,2020-04-19,39,2021-09-24
week,nation,norge,2020,50-59,female,2020,16,2020-16,2019/2020,39,2020-04-19,51,2021-09-24
week,nation,norge,2020,50-59,male,2020,16,2020-16,2019/2020,39,2020-04-19,50,2021-09-24
week,nation,norge,2020,60-69,female,2020,16,2020-16,2019/2020,39,2020-04-19,21,2021-09-24
week,nation,norge,2020,60-69,male,2020,16,2020-16,2019/2020,39,2020-04-19,25,2021-09-24
week,nation,norge,2020,70-79,female,2020,16,2020-16,2019/2020,39,2020-04-19,12,2021-09-24
week,nation,norge,2020,70-79,male,2020,16,2020-16,2019/2020,39,2020-04-19,15,2021-09-24
week,nation,norge,2020,80-89,female,2020,16,2020-16,2019/2020,39,2020-04-19,21,2021-09-24
week,nation,norge,2020,80-89,male,2020,16,2020-16,2019/2020,39,2020-04-19,5,2021-09-24
week,nation,norge,2020,90+,female,2020,16,2020-16,2019/2020,39,2020-04-19,7,2021-09-24
week,nation,norge,2020,90+,male,2020,16,2020-16,2019/2020,39,2020-04-19,5,2021-09-24
week,nation,norge,2020,0-9,female,2020,17,2020-17,2019/2020,40,2020-04-26,8,2021-09-24
week,nation,norge,2020,0-9,male,2020,17,2020-17,2019/2020,40,2020-04-26,17,2021-09-24
week,nation,norge,2020,10-19,female,2020,17,2020-17,2019/2020,40,2020-04-26,32,2021-09-24
week,nation,norge,2020,10-19,male,2020,17,2020-17,2019/2020,40,2020-04-26,21,2021-09-24
week,nation,norge,2020,20-29,female,2020,17,2020-17,2019/2020,40,2020-04-26,43,2021-09-24
week,nation,norge,2020,20-29,male,2020,17,2020-17,2019/2020,40,2020-04-26,49,2021-09-24
week,nation,norge,2020,30-39,female,2020,17,2020-17,2019/2020,40,2020-04-26,30,2021-09-24
week,nation,norge,2020,30-39,male,2020,17,2020-17,2019/2020,40,2020-04-26,37,2021-09-24
week,nation,norge,2020,40-49,female,2020,17,2020-17,2019/2020,40,2020-04-26,33,2021-09-24
week,nation,norge,2020,40-49,male,2020,17,2020-17,2019/2020,40,2020-04-26,27,2021-09-24
week,nation,norge,2020,50-59,female,2020,17,2020-17,2019/2020,40,2020-04-26,28,2021-09-24
week,nation,norge,2020,50-59,male,2020,17,2020-17,2019/2020,40,2020-04-26,37,2021-09-24
week,nation,norge,2020,60-69,female,2020,17,2020-17,2019/2020,40,2020-04-26,14,2021-09-24
week,nation,norge,2020,60-69,male,2020,17,2020-17,2019/2020,40,2020-04-26,12,2021-09-24
week,nation,norge,2020,70-79,female,2020,17,2020-17,2019/2020,40,2020-04-26,7,2021-09-24
week,nation,norge,2020,70-79,male,2020,17,2020-17,2019/2020,40,2020-04-26,7,2021-09-24
week,nation,norge,2020,80-89,female,2020,17,2020-17,2019/2020,40,2020-04-26,9,2021-09-24
week,nation,norge,2020,80-89,male,2020,17,2020-17,2019/2020,40,2020-04-26,5,2021-09-24
week,nation,norge,2020,90+,female,2020,17,2020-17,2019/2020,40,2020-04-26,5,2021-09-24
week,nation,norge,2020,90+,male,2020,17,2020-17,2019/2020,40,2020-04-26,2,2021-09-24
week,nation,norge,2020,0-9,female,2020,18,2020-18,2019/2020,41,2020-05-03,9,2021-09-24
week,nation,norge,2020,0-9,male,2020,18,2020-18,2019/2020,41,2020-05-03,4,2021-09-24
week,nation,norge,2020,10-19,female,2020,18,2020-18,2019/2020,41,2020-05-03,14,2021-09-24
week,nation,norge,2020,10-19,male,2020,18,2020-18,2019/2020,41,2020-05-03,31,2021-09-24
week,nation,norge,2020,20-29,female,2020,18,2020-18,2019/2020,41,2020-05-03,29,2021-09-24
week,nation,norge,2020,20-29,male,2020,18,2020-18,2019/2020,41,2020-05-03,30,2021-09-24
week,nation,norge,2020,30-39,female,2020,18,2020-18,2019/2020,41,2020-05-03,28,2021-09-24
week,nation,norge,2020,30-39,male,2020,18,2020-18,2019/2020,41,2020-05-03,32,2021-09-24
week,nation,norge,2020,40-49,female,2020,18,2020-18,2019/2020,41,2020-05-03,23,2021-09-24
week,nation,norge,2020,40-49,male,2020,18,2020-18,2019/2020,41,2020-05-03,25,2021-09-24
week,nation,norge,2020,50-59,female,2020,18,2020-18,2019/2020,41,2020-05-03,19,2021-09-24
week,nation,norge,2020,50-59,male,2020,18,2020-18,2019/2020,41,2020-05-03,27,2021-09-24
week,nation,norge,2020,60-69,female,2020,18,2020-18,2019/2020,41,2020-05-03,6,2021-09-24
week,nation,norge,2020,60-69,male,2020,18,2020-18,2019/2020,41,2020-05-03,13,2021-09-24
week,nation,norge,2020,70-79,female,2020,18,2020-18,2019/2020,41,2020-05-03,3,2021-09-24
week,nation,norge,2020,70-79,male,2020,18,2020-18,2019/2020,41,2020-05-03,5,2021-09-24
week,nation,norge,2020,80-89,female,2020,18,2020-18,2019/2020,41,2020-05-03,4,2021-09-24
week,nation,norge,2020,80-89,male,2020,18,2020-18,2019/2020,41,2020-05-03,5,2021-09-24
week,nation,norge,2020,90+,female,2020,18,2020-18,2019/2020,41,2020-05-03,1,2021-09-24
week,nation,norge,2020,90+,male,2020,18,2020-18,2019/2020,41,2020-05-03,1,2021-09-24
week,nation,norge,2020,0-9,female,2020,19,2020-19,2019/2020,42,2020-05-10,6,2021-09-24
week,nation,norge,2020,0-9,male,2020,19,2020-19,2019/2020,42,2020-05-10,6,2021-09-24
week,nation,norge,2020,10-19,female,2020,19,2020-19,2019/2020,42,2020-05-10,11,2021-09-24
week,nation,norge,2020,10-19,male,2020,19,2020-19,2019/2020,42,2020-05-10,12,2021-09-24
week,nation,norge,2020,20-29,female,2020,19,2020-19,2019/2020,42,2020-05-10,14,2021-09-24
week,nation,norge,2020,20-29,male,2020,19,2020-19,2019/2020,42,2020-05-10,18,2021-09-24
week,nation,norge,2020,30-39,female,2020,19,2020-19,2019/2020,42,2020-05-10,23,2021-09-24
week,nation,norge,2020,30-39,male,2020,19,2020-19,2019/2020,42,2020-05-10,34,2021-09-24
week,nation,norge,2020,40-49,female,2020,19,2020-19,2019/2020,42,2020-05-10,14,2021-09-24
week,nation,norge,2020,40-49,male,2020,19,2020-19,2019/2020,42,2020-05-10,20,2021-09-24
week,nation,norge,2020,50-59,female,2020,19,2020-19,2019/2020,42,2020-05-10,23,2021-09-24
week,nation,norge,2020,50-59,male,2020,19,2020-19,2019/2020,42,2020-05-10,20,2021-09-24
week,nation,norge,2020,60-69,female,2020,19,2020-19,2019/2020,42,2020-05-10,4,2021-09-24
week,nation,norge,2020,60-69,male,2020,19,2020-19,2019/2020,42,2020-05-10,6,2021-09-24
week,nation,norge,2020,70-79,female,2020,19,2020-19,2019/2020,42,2020-05-10,4,2021-09-24
week,nation,norge,2020,70-79,male,2020,19,2020-19,2019/2020,42,2020-05-10,2,2021-09-24
week,nation,norge,2020,80-89,female,2020,19,2020-19,2019/2020,42,2020-05-10,4,2021-09-24
week,nation,norge,2020,80-89,male,2020,19,2020-19,2019/2020,42,2020-05-10,0,2021-09-24
week,nation,norge,2020,90+,female,2020,19,2020-19,2019/2020,42,2020-05-10,0,2021-09-24
week,nation,norge,2020,90+,male,2020,19,2020-19,2019/2020,42,2020-05-10,0,2021-09-24
week,nation,norge,2020,0-9,female,2020,20,2020-20,2019/2020,43,2020-05-17,7,2021-09-24
week,nation,norge,2020,0-9,male,2020,20,2020-20,2019/2020,43,2020-05-17,3,2021-09-24
week,nation,norge,2020,10-19,female,2020,20,2020-20,2019/2020,43,2020-05-17,6,2021-09-24
week,nation,norge,2020,10-19,male,2020,20,2020-20,2019/2020,43,2020-05-17,6,2021-09-24
week,nation,norge,2020,20-29,female,2020,20,2020-20,2019/2020,43,2020-05-17,11,2021-09-24
week,nation,norge,2020,20-29,male,2020,20,2020-20,2019/2020,43,2020-05-17,7,2021-09-24
week,nation,norge,2020,30-39,female,2020,20,2020-20,2019/2020,43,2020-05-17,18,2021-09-24
week,nation,norge,2020,30-39,male,2020,20,2020-20,2019/2020,43,2020-05-17,14,2021-09-24
week,nation,norge,2020,40-49,female,2020,20,2020-20,2019/2020,43,2020-05-17,14,2021-09-24
week,nation,norge,2020,40-49,male,2020,20,2020-20,2019/2020,43,2020-05-17,8,2021-09-24
week,nation,norge,2020,50-59,female,2020,20,2020-20,2019/2020,43,2020-05-17,10,2021-09-24
week,nation,norge,2020,50-59,male,2020,20,2020-20,2019/2020,43,2020-05-17,10,2021-09-24
week,nation,norge,2020,60-69,female,2020,20,2020-20,2019/2020,43,2020-05-17,0,2021-09-24
week,nation,norge,2020,60-69,male,2020,20,2020-20,2019/2020,43,2020-05-17,2,2021-09-24
week,nation,norge,2020,70-79,female,2020,20,2020-20,2019/2020,43,2020-05-17,5,2021-09-24
week,nation,norge,2020,70-79,male,2020,20,2020-20,2019/2020,43,2020-05-17,3,2021-09-24
week,nation,norge,2020,80-89,female,2020,20,2020-20,2019/2020,43,2020-05-17,0,2021-09-24
week,nation,norge,2020,80-89,male,2020,20,2020-20,2019/2020,43,2020-05-17,1,2021-09-24
week,nation,norge,2020,90+,female,2020,20,2020-20,2019/2020,43,2020-05-17,2,2021-09-24
week,nation,norge,2020,90+,male,2020,20,2020-20,2019/2020,43,2020-05-17,0,2021-09-24
week,nation,norge,2020,0-9,female,2020,21,2020-21,2019/2020,44,2020-05-24,8,2021-09-24
week,nation,norge,2020,0-9,male,2020,21,2020-21,2019/2020,44,2020-05-24,2,2021-09-24
week,nation,norge,2020,10-19,female,2020,21,2020-21,2019/2020,44,2020-05-24,3,2021-09-24
week,nation,norge,2020,10-19,male,2020,21,2020-21,2019/2020,44,2020-05-24,8,2021-09-24
week,nation,norge,2020,20-29,female,2020,21,2020-21,2019/2020,44,2020-05-24,13,2021-09-24
week,nation,norge,2020,20-29,male,2020,21,2020-21,2019/2020,44,2020-05-24,17,2021-09-24
week,nation,norge,2020,30-39,female,2020,21,2020-21,2019/2020,44,2020-05-24,8,2021-09-24
week,nation,norge,2020,30-39,male,2020,21,2020-21,2019/2020,44,2020-05-24,6,2021-09-24
week,nation,norge,2020,40-49,female,2020,21,2020-21,2019/2020,44,2020-05-24,7,2021-09-24
week,nation,norge,2020,40-49,male,2020,21,2020-21,2019/2020,44,2020-05-24,5,2021-09-24
week,nation,norge,2020,50-59,female,2020,21,2020-21,2019/2020,44,2020-05-24,3,2021-09-24
week,nation,norge,2020,50-59,male,2020,21,2020-21,2019/2020,44,2020-05-24,4,2021-09-24
week,nation,norge,2020,60-69,female,2020,21,2020-21,2019/2020,44,2020-05-24,9,2021-09-24
