granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_neg,n_pos,pr100_pos,date_of_publishing
day,nation,norge,2020,total,total,2020,18,2020-18,2019/2020,41,2020-04-28,4050,63,1.5,2021-03-25
day,nation,norge,2020,total,total,2020,18,2020-18,2019/2020,41,2020-04-29,3897,57,1.4,2021-03-25
day,nation,norge,2020,total,total,2020,18,2020-18,2019/2020,41,2020-04-30,4391,48,1.1,2021-03-25
day,nation,norge,2020,total,total,2020,18,2020-18,2019/2020,41,2020-05-01,1464,46,3,2021-03-25
day,nation,norge,2020,total,total,2020,18,2020-18,2019/2020,41,2020-05-02,1525,30,1.9,2021-03-25
day,nation,norge,2020,total,total,2020,18,2020-18,2019/2020,41,2020-05-03,1211,49,3.9,2021-03-25
day,nation,norge,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-04,4677,52,1.1,2021-03-25
day,nation,norge,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-05,4259,57,1.3,2021-03-25
day,nation,norge,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-06,4242,42,1,2021-03-25
day,nation,norge,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-07,3717,35,0.9,2021-03-25
day,nation,norge,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-08,3759,47,1.2,2021-03-25
day,nation,norge,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-09,1293,11,0.8,2021-03-25
day,nation,norge,2020,total,total,2020,19,2020-19,2019/2020,42,2020-05-10,990,14,1.4,2021-03-25
day,nation,norge,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-11,4370,32,0.7,2021-03-25
day,nation,norge,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-12,4774,24,0.5,2021-03-25
day,nation,norge,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-13,4447,24,0.5,2021-03-25
day,nation,norge,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-14,4180,28,0.7,2021-03-25
day,nation,norge,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-15,4155,25,0.6,2021-03-25
day,nation,norge,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-16,1297,14,1.1,2021-03-25
day,nation,norge,2020,total,total,2020,20,2020-20,2019/2020,43,2020-05-17,663,4,0.6,2021-03-25
day,nation,norge,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-18,4389,24,0.5,2021-03-25
day,nation,norge,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-19,4642,21,0.5,2021-03-25
day,nation,norge,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-20,3931,24,0.6,2021-03-25
day,nation,norge,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-21,1136,13,1.1,2021-03-25
day,nation,norge,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-22,3318,30,0.9,2021-03-25
day,nation,norge,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-23,1035,7,0.7,2021-03-25
day,nation,norge,2020,total,total,2020,21,2020-21,2019/2020,44,2020-05-24,893,9,1,2021-03-25
day,nation,norge,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-25,4053,19,0.5,2021-03-25
day,nation,norge,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-26,3444,14,0.4,2021-03-25
day,nation,norge,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-27,3268,19,0.6,2021-03-25
day,nation,norge,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-28,2769,17,0.6,2021-03-25
day,nation,norge,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-29,2577,17,0.7,2021-03-25
day,nation,norge,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-30,812,0,0,2021-03-25
day,nation,norge,2020,total,total,2020,22,2020-22,2019/2020,45,2020-05-31,630,6,0.9,2021-03-25
day,nation,norge,2020,total,total,2020,23,2020-23,2019/2020,46,2020-06-01,738,7,0.9,2021-03-25
day,nation,norge,2020,total,total,2020,23,2020-23,2019/2020,46,2020-06-02,3808,37,1,2021-03-25
day,nation,norge,2020,total,total,2020,23,2020-23,2019/2020,46,2020-06-03,3125,14,0.4,2021-03-25
day,nation,norge,2020,total,total,2020,23,2020-23,2019/2020,46,2020-06-04,2911,17,0.6,2021-03-25
day,nation,norge,2020,total,total,2020,23,2020-23,2019/2020,46,2020-06-05,2905,29,1,2021-03-25
day,nation,norge,2020,total,total,2020,23,2020-23,2019/2020,46,2020-06-06,945,7,0.7,2021-03-25
day,nation,norge,2020,total,total,2020,23,2020-23,2019/2020,46,2020-06-07,938,10,1.1,2021-03-25
day,nation,norge,2020,total,total,2020,24,2020-24,2019/2020,47,2020-06-08,5734,20,0.3,2021-03-25
day,nation,norge,2020,total,total,2020,24,2020-24,2019/2020,47,2020-06-09,5648,12,0.2,2021-03-25
day,nation,norge,2020,total,total,2020,24,2020-24,2019/2020,47,2020-06-10,4547,15,0.3,2021-03-25
day,nation,norge,2020,total,total,2020,24,2020-24,2019/2020,47,2020-06-11,4857,13,0.3,2021-03-25
day,nation,norge,2020,total,total,2020,24,2020-24,2019/2020,47,2020-06-12,4620,15,0.3,2021-03-25
day,nation,norge,2020,total,total,2020,24,2020-24,2019/2020,47,2020-06-13,1241,8,0.6,2021-03-25
day,nation,norge,2020,total,total,2020,24,2020-24,2019/2020,47,2020-06-14,1129,6,0.5,2021-03-25
day,nation,norge,2020,total,total,2020,25,2020-25,2019/2020,48,2020-06-15,5835,18,0.3,2021-03-25
day,nation,norge,2020,total,total,2020,25,2020-25,2019/2020,48,2020-06-16,5419,39,0.7,2021-03-25
day,nation,norge,2020,total,total,2020,25,2020-25,2019/2020,48,2020-06-17,4967,18,0.4,2021-03-25
day,nation,norge,2020,total,total,2020,25,2020-25,2019/2020,48,2020-06-18,4553,12,0.3,2021-03-25
day,nation,norge,2020,total,total,2020,25,2020-25,2019/2020,48,2020-06-19,3795,18,0.5,2021-03-25
day,nation,norge,2020,total,total,2020,25,2020-25,2019/2020,48,2020-06-20,1059,6,0.6,2021-03-25
day,nation,norge,2020,total,total,2020,25,2020-25,2019/2020,48,2020-06-21,1029,5,0.5,2021-03-25
day,nation,norge,2020,total,total,2020,26,2020-26,2019/2020,49,2020-06-22,5015,24,0.5,2021-03-25
day,nation,norge,2020,total,total,2020,26,2020-26,2019/2020,49,2020-06-23,4650,16,0.3,2021-03-25
day,nation,norge,2020,total,total,2020,26,2020-26,2019/2020,49,2020-06-24,4612,21,0.5,2021-03-25
day,nation,norge,2020,total,total,2020,26,2020-26,2019/2020,49,2020-06-25,4160,20,0.5,2021-03-25
day,nation,norge,2020,total,total,2020,26,2020-26,2019/2020,49,2020-06-26,3909,26,0.7,2021-03-25
day,nation,norge,2020,total,total,2020,26,2020-26,2019/2020,49,2020-06-27,1106,10,0.9,2021-03-25
day,nation,norge,2020,total,total,2020,26,2020-26,2019/2020,49,2020-06-28,992,2,0.2,2021-03-25
day,nation,norge,2020,total,total,2020,27,2020-27,2019/2020,50,2020-06-29,5921,24,0.4,2021-03-25
day,nation,norge,2020,total,total,2020,27,2020-27,2019/2020,50,2020-06-30,5019,12,0.2,2021-03-25
day,nation,norge,2020,total,total,2020,27,2020-27,2019/2020,50,2020-07-01,5114,10,0.2,2021-03-25
day,nation,norge,2020,total,total,2020,27,2020-27,2019/2020,50,2020-07-02,4739,8,0.2,2021-03-25
day,nation,norge,2020,total,total,2020,27,2020-27,2019/2020,50,2020-07-03,4530,13,0.3,2021-03-25
day,nation,norge,2020,total,total,2020,27,2020-27,2019/2020,50,2020-07-04,1428,2,0.1,2021-03-25
day,nation,norge,2020,total,total,2020,27,2020-27,2019/2020,50,2020-07-05,1197,2,0.2,2021-03-25
day,nation,norge,2020,total,total,2020,28,2020-28,2019/2020,51,2020-07-06,6312,18,0.3,2021-03-25
day,nation,norge,2020,total,total,2020,28,2020-28,2019/2020,51,2020-07-07,5340,10,0.2,2021-03-25
day,nation,norge,2020,total,total,2020,28,2020-28,2019/2020,51,2020-07-08,5293,13,0.2,2021-03-25
day,nation,norge,2020,total,total,2020,28,2020-28,2019/2020,51,2020-07-09,4808,11,0.2,2021-03-25
day,nation,norge,2020,total,total,2020,28,2020-28,2019/2020,51,2020-07-10,4692,11,0.2,2021-03-25
day,nation,norge,2020,total,total,2020,28,2020-28,2019/2020,51,2020-07-11,1393,4,0.3,2021-03-25
day,nation,norge,2020,total,total,2020,28,2020-28,2019/2020,51,2020-07-12,1194,7,0.6,2021-03-25
day,nation,norge,2020,total,total,2020,29,2020-29,2019/2020,52,2020-07-13,6356,19,0.3,2021-03-25
day,nation,norge,2020,total,total,2020,29,2020-29,2019/2020,52,2020-07-14,5260,7,0.1,2021-03-25
day,nation,norge,2020,total,total,2020,29,2020-29,2019/2020,52,2020-07-15,5404,7,0.1,2021-03-25
day,nation,norge,2020,total,total,2020,29,2020-29,2019/2020,52,2020-07-16,4557,3,0.1,2021-03-25
day,nation,norge,2020,total,total,2020,29,2020-29,2019/2020,52,2020-07-17,4134,11,0.3,2021-03-25
day,nation,norge,2020,total,total,2020,29,2020-29,2019/2020,52,2020-07-18,1420,1,0.1,2021-03-25
day,nation,norge,2020,total,total,2020,29,2020-29,2019/2020,52,2020-07-19,1347,3,0.2,2021-03-25
day,nation,norge,2020,total,total,2020,30,2020-30,2020/2021,1,2020-07-20,6000,24,0.4,2021-03-25
day,nation,norge,2020,total,total,2020,30,2020-30,2020/2021,1,2020-07-21,4820,6,0.1,2021-03-25
day,nation,norge,2020,total,total,2020,30,2020-30,2020/2021,1,2020-07-22,4906,25,0.5,2021-03-25
day,nation,norge,2020,total,total,2020,30,2020-30,2020/2021,1,2020-07-23,4479,6,0.1,2021-03-25
day,nation,norge,2020,total,total,2020,30,2020-30,2020/2021,1,2020-07-24,4500,29,0.6,2021-03-25
day,nation,norge,2020,total,total,2020,30,2020-30,2020/2021,1,2020-07-25,1702,7,0.4,2021-03-25
day,nation,norge,2020,total,total,2020,30,2020-30,2020/2021,1,2020-07-26,1464,9,0.6,2021-03-25
day,nation,norge,2020,total,total,2020,31,2020-31,2020/2021,2,2020-07-27,6856,23,0.3,2021-03-25
day,nation,norge,2020,total,total,2020,31,2020-31,2020/2021,2,2020-07-28,5880,15,0.3,2021-03-25
day,nation,norge,2020,total,total,2020,31,2020-31,2020/2021,2,2020-07-29,5862,38,0.6,2021-03-25
day,nation,norge,2020,total,total,2020,31,2020-31,2020/2021,2,2020-07-30,5543,24,0.4,2021-03-25
day,nation,norge,2020,total,total,2020,31,2020-31,2020/2021,2,2020-07-31,5400,73,1.3,2021-03-25
day,nation,norge,2020,total,total,2020,31,2020-31,2020/2021,2,2020-08-01,2103,13,0.6,2021-03-25
day,nation,norge,2020,total,total,2020,31,2020-31,2020/2021,2,2020-08-02,1893,14,0.7,2021-03-25
day,nation,norge,2020,total,total,2020,32,2020-32,2020/2021,3,2020-08-03,9290,37,0.4,2021-03-25
day,nation,norge,2020,total,total,2020,32,2020-32,2020/2021,3,2020-08-04,8404,40,0.5,2021-03-25
day,nation,norge,2020,total,total,2020,32,2020-32,2020/2021,3,2020-08-05,8699,67,0.8,2021-03-25
day,nation,norge,2020,total,total,2020,32,2020-32,2020/2021,3,2020-08-06,8615,75,0.9,2021-03-25
day,nation,norge,2020,total,total,2020,32,2020-32,2020/2021,3,2020-08-07,8374,76,0.9,2021-03-25
day,nation,norge,2020,total,total,2020,32,2020-32,2020/2021,3,2020-08-08,3270,34,1,2021-03-25
day,nation,norge,2020,total,total,2020,32,2020-32,2020/2021,3,2020-08-09,3139,37,1.2,2021-03-25
day,nation,norge,2020,total,total,2020,33,2020-33,2020/2021,4,2020-08-10,13444,64,0.5,2021-03-25
day,nation,norge,2020,total,total,2020,33,2020-33,2020/2021,4,2020-08-11,12934,45,0.3,2021-03-25
day,nation,norge,2020,total,total,2020,33,2020-33,2020/2021,4,2020-08-12,13381,66,0.5,2021-03-25
day,nation,norge,2020,total,total,2020,33,2020-33,2020/2021,4,2020-08-13,13224,50,0.4,2021-03-25
day,nation,norge,2020,total,total,2020,33,2020-33,2020/2021,4,2020-08-14,13707,74,0.5,2021-03-25
day,nation,norge,2020,total,total,2020,33,2020-33,2020/2021,4,2020-08-15,5995,43,0.7,2021-03-25
day,nation,norge,2020,total,total,2020,33,2020-33,2020/2021,4,2020-08-16,5273,29,0.5,2021-03-25
day,nation,norge,2020,total,total,2020,34,2020-34,2020/2021,5,2020-08-17,18200,75,0.4,2021-03-25
day,nation,norge,2020,total,total,2020,34,2020-34,2020/2021,5,2020-08-18,16939,55,0.3,2021-03-25
day,nation,norge,2020,total,total,2020,34,2020-34,2020/2021,5,2020-08-19,16478,63,0.4,2021-03-25
day,nation,norge,2020,total,total,2020,34,2020-34,2020/2021,5,2020-08-20,15619,51,0.3,2021-03-25
day,nation,norge,2020,total,total,2020,34,2020-34,2020/2021,5,2020-08-21,15216,59,0.4,2021-03-25
day,nation,norge,2020,total,total,2020,34,2020-34,2020/2021,5,2020-08-22,6770,48,0.7,2021-03-25
day,nation,norge,2020,total,total,2020,34,2020-34,2020/2021,5,2020-08-23,6946,21,0.3,2021-03-25
day,nation,norge,2020,total,total,2020,35,2020-35,2020/2021,6,2020-08-24,21121,76,0.4,2021-03-25
day,nation,norge,2020,total,total,2020,35,2020-35,2020/2021,6,2020-08-25,19359,36,0.2,2021-03-25
day,nation,norge,2020,total,total,2020,35,2020-35,2020/2021,6,2020-08-26,18825,46,0.2,2021-03-25
day,nation,norge,2020,total,total,2020,35,2020-35,2020/2021,6,2020-08-27,17284,56,0.3,2021-03-25
day,nation,norge,2020,total,total,2020,35,2020-35,2020/2021,6,2020-08-28,16427,90,0.5,2021-03-25
day,nation,norge,2020,total,total,2020,35,2020-35,2020/2021,6,2020-08-29,6359,40,0.6,2021-03-25
day,nation,norge,2020,total,total,2020,35,2020-35,2020/2021,6,2020-08-30,6755,47,0.7,2021-03-25
day,nation,norge,2020,total,total,2020,36,2020-36,2020/2021,7,2020-08-31,22603,141,0.6,2021-03-25
day,nation,norge,2020,total,total,2020,36,2020-36,2020/2021,7,2020-09-01,20340,107,0.5,2021-03-25
day,nation,norge,2020,total,total,2020,36,2020-36,2020/2021,7,2020-09-02,19099,98,0.5,2021-03-25
day,nation,norge,2020,total,total,2020,36,2020-36,2020/2021,7,2020-09-03,17624,122,0.7,2021-03-25
day,nation,norge,2020,total,total,2020,36,2020-36,2020/2021,7,2020-09-04,15486,124,0.8,2021-03-25
day,nation,norge,2020,total,total,2020,36,2020-36,2020/2021,7,2020-09-05,5952,70,1.2,2021-03-25
day,nation,norge,2020,total,total,2020,36,2020-36,2020/2021,7,2020-09-06,6376,54,0.8,2021-03-25
day,nation,norge,2020,total,total,2020,37,2020-37,2020/2021,8,2020-09-07,20908,129,0.6,2021-03-25
day,nation,norge,2020,total,total,2020,37,2020-37,2020/2021,8,2020-09-08,18780,107,0.6,2021-03-25
day,nation,norge,2020,total,total,2020,37,2020-37,2020/2021,8,2020-09-09,17835,126,0.7,2021-03-25
day,nation,norge,2020,total,total,2020,37,2020-37,2020/2021,8,2020-09-10,15576,123,0.8,2021-03-25
day,nation,norge,2020,total,total,2020,37,2020-37,2020/2021,8,2020-09-11,14867,120,0.8,2021-03-25
day,nation,norge,2020,total,total,2020,37,2020-37,2020/2021,8,2020-09-12,7056,62,0.9,2021-03-25
day,nation,norge,2020,total,total,2020,37,2020-37,2020/2021,8,2020-09-13,6704,72,1.1,2021-03-25
day,nation,norge,2020,total,total,2020,38,2020-38,2020/2021,9,2020-09-14,21448,102,0.5,2021-03-25
day,nation,norge,2020,total,total,2020,38,2020-38,2020/2021,9,2020-09-15,18890,135,0.7,2021-03-25
day,nation,norge,2020,total,total,2020,38,2020-38,2020/2021,9,2020-09-16,17572,139,0.8,2021-03-25
day,nation,norge,2020,total,total,2020,38,2020-38,2020/2021,9,2020-09-17,15181,113,0.7,2021-03-25
day,nation,norge,2020,total,total,2020,38,2020-38,2020/2021,9,2020-09-18,14060,95,0.7,2021-03-25
day,nation,norge,2020,total,total,2020,38,2020-38,2020/2021,9,2020-09-19,5796,59,1,2021-03-25
day,nation,norge,2020,total,total,2020,38,2020-38,2020/2021,9,2020-09-20,5743,77,1.3,2021-03-25
day,nation,norge,2020,total,total,2020,39,2020-39,2020/2021,10,2020-09-21,20665,152,0.7,2021-03-25
day,nation,norge,2020,total,total,2020,39,2020-39,2020/2021,10,2020-09-22,16714,101,0.6,2021-03-25
day,nation,norge,2020,total,total,2020,39,2020-39,2020/2021,10,2020-09-23,16234,142,0.9,2021-03-25
day,nation,norge,2020,total,total,2020,39,2020-39,2020/2021,10,2020-09-24,14374,125,0.9,2021-03-25
day,nation,norge,2020,total,total,2020,39,2020-39,2020/2021,10,2020-09-25,13779,136,1,2021-03-25
day,nation,norge,2020,total,total,2020,39,2020-39,2020/2021,10,2020-09-26,5979,64,1.1,2021-03-25
day,nation,norge,2020,total,total,2020,39,2020-39,2020/2021,10,2020-09-27,5942,53,0.9,2021-03-25
day,nation,norge,2020,total,total,2020,40,2020-40,2020/2021,11,2020-09-28,19135,122,0.6,2021-03-25
day,nation,norge,2020,total,total,2020,40,2020-40,2020/2021,11,2020-09-29,15435,111,0.7,2021-03-25
day,nation,norge,2020,total,total,2020,40,2020-40,2020/2021,11,2020-09-30,14881,124,0.8,2021-03-25
day,nation,norge,2020,total,total,2020,40,2020-40,2020/2021,11,2020-10-01,12832,128,1,2021-03-25
day,nation,norge,2020,total,total,2020,40,2020-40,2020/2021,11,2020-10-02,13073,125,0.9,2021-03-25
day,nation,norge,2020,total,total,2020,40,2020-40,2020/2021,11,2020-10-03,5724,105,1.8,2021-03-25
day,nation,norge,2020,total,total,2020,40,2020-40,2020/2021,11,2020-10-04,5957,82,1.4,2021-03-25
day,nation,norge,2020,total,total,2020,41,2020-41,2020/2021,12,2020-10-05,19144,198,1,2021-03-25
day,nation,norge,2020,total,total,2020,41,2020-41,2020/2021,12,2020-10-06,14822,199,1.3,2021-03-25
day,nation,norge,2020,total,total,2020,41,2020-41,2020/2021,12,2020-10-07,14167,205,1.4,2021-03-25
day,nation,norge,2020,total,total,2020,41,2020-41,2020/2021,12,2020-10-08,12981,158,1.2,2021-03-25
day,nation,norge,2020,total,total,2020,41,2020-41,2020/2021,12,2020-10-09,12686,138,1.1,2021-03-25
day,nation,norge,2020,total,total,2020,41,2020-41,2020/2021,12,2020-10-10,5875,63,1.1,2021-03-25
day,nation,norge,2020,total,total,2020,41,2020-41,2020/2021,12,2020-10-11,6425,77,1.2,2021-03-25
day,nation,norge,2020,total,total,2020,42,2020-42,2020/2021,13,2020-10-12,19769,151,0.8,2021-03-25
day,nation,norge,2020,total,total,2020,42,2020-42,2020/2021,13,2020-10-13,15692,147,0.9,2021-03-25
day,nation,norge,2020,total,total,2020,42,2020-42,2020/2021,13,2020-10-14,15179,163,1.1,2021-03-25
day,nation,norge,2020,total,total,2020,42,2020-42,2020/2021,13,2020-10-15,13722,136,1,2021-03-25
day,nation,norge,2020,total,total,2020,42,2020-42,2020/2021,13,2020-10-16,13010,132,1,2021-03-25
day,nation,norge,2020,total,total,2020,42,2020-42,2020/2021,13,2020-10-17,5892,81,1.4,2021-03-25
day,nation,norge,2020,total,total,2020,42,2020-42,2020/2021,13,2020-10-18,6363,91,1.4,2021-03-25
day,nation,norge,2020,total,total,2020,43,2020-43,2020/2021,14,2020-10-19,20530,209,1,2021-03-25
day,nation,norge,2020,total,total,2020,43,2020-43,2020/2021,14,2020-10-20,16903,179,1,2021-03-25
day,nation,norge,2020,total,total,2020,43,2020-43,2020/2021,14,2020-10-21,16043,225,1.4,2021-03-25
day,nation,norge,2020,total,total,2020,43,2020-43,2020/2021,14,2020-10-22,15399,270,1.7,2021-03-25
day,nation,norge,2020,total,total,2020,43,2020-43,2020/2021,14,2020-10-23,15140,362,2.3,2021-03-25
day,nation,norge,2020,total,total,2020,43,2020-43,2020/2021,14,2020-10-24,7323,229,3,2021-03-25
day,nation,norge,2020,total,total,2020,43,2020-43,2020/2021,14,2020-10-25,7643,189,2.4,2021-03-25
day,nation,norge,2020,total,total,2020,44,2020-44,2020/2021,15,2020-10-26,23187,458,1.9,2021-03-25
day,nation,norge,2020,total,total,2020,44,2020-44,2020/2021,15,2020-10-27,20707,378,1.8,2021-03-25
day,nation,norge,2020,total,total,2020,44,2020-44,2020/2021,15,2020-10-28,20844,522,2.4,2021-03-25
day,nation,norge,2020,total,total,2020,44,2020-44,2020/2021,15,2020-10-29,20693,423,2,2021-03-25
